type	title	director	cast	country	date_added	release_year	rating	duration	listed_in	platform
TV Show	The Hollow	NA	Adrian Petriw, Ashleigh Ball, Connor Parnall, Mark Hildreth, Alex Barima, Jesse Moss, Diana Kaarina, Brian Dobson	Canada	May 8, 2020	2020	TV-Y7	2 Seasons	Kids' TV, TV Thrillers	netflix
Movie	Aerials	S.A. Zaidi	Saga Alyasery, Ana Druzhynina, Mansour Al Felei, Mohammad Abu Diak, Pascale Matar, Luke Coutts, Abeer Mohammed	United Arab Emirates	May 7, 2020	2016	TV-14	90 min	International Movies, Sci-Fi & Fantasy	netflix
Movie	In Paradox	Hamad AlSarraf	Faisal Al Omairi, Jafra Younes, Samr Ismaiel, Ghanim Alzerlli, Jaber Jokhadar, Nawar Youssef, Jassim Al Nabhan, Fayez Kazak, Nancy Khoury, Jamal Hamdan	Kuwait	May 7, 2020	2019	TV-14	94 min	International Movies, Sci-Fi & Fantasy, Thrillers	netflix
TV Show	Scissor Seven	He Xiaofeng	He Xiaofeng, Jiang Guangtao, Duan Yixuan, Zhu Rongrong, Wen Sen, Jiang Huiqin, Ban Ma, Ronny Chieng, Shinji Saito, Daniel Sosa	China	May 7, 2020	2020	TV-MA	2 Seasons	International TV Shows, TV Action & Adventure, TV Comedies	netflix
Movie	Si Doel the Movie	Rano Karno	Rano Karno, Mandra Naih, Cornelia Agatha, Maudy Koesnaedi, Aminah Tjendrakasih, Suty Karno, Salman Alfarizi, Adam Jagwani	Indonesia	May 7, 2020	2018	TV-PG	86 min	Dramas, International Movies	netflix
Movie	Becoming	Nadia Hallgren	Michelle Obama	United States	May 6, 2020	2020	PG	89 min	Documentaries	netflix
Movie	Sí, Mi Amor	Pedro Flores Maldonado	Yiddá Eslava, Julián Zucchi, Andrés Salas, Magdyel Ugaz, Pietro Sibille, Saskia Bernaola, Sebastián Monteghirfo, Mayra Olivera	NA	May 6, 2020	2020	TV-MA	107 min	Comedies, International Movies, Romantic Movies	netflix
Movie	Jerry Seinfeld: 23 Hours To Kill	Joe DeMaio	Jerry Seinfeld	United States	May 5, 2020	2020	TV-PG	61 min	Stand-Up Comedy	netflix
Movie	Arctic Dogs	Aaron Woodley	Jeremy Renner, Heidi Klum, James Franco, John Cleese, Omar Sy, Michael Madsen, Laurie Holden, Anjelica Huston, Alec Baldwin, Donny Falsetti	India, United Kingdom, China, Canada, Japan, South Korea, United States	May 4, 2020	2019	PG	93 min	Children & Family Movies, Comedies	netflix
Movie	Luccas Neto em: Acampamento de Férias 2	Lucas Margutti	Luccas Neto, Giovanna Alparone, Jéssica Diehl, Vivian Duarte	Brazil	May 4, 2020	2020	TV-G	81 min	Children & Family Movies, Comedies, Music & Musicals	netflix
Movie	One Day: Justice Delivered	Ashok Nanda	Anupam Kher, Esha Gupta, Kumud Mishra, Kashyap Bharbhaya, Anusmiritu Sarkar, Zakir Hussain, Rajesh Sharma, Murli Sharma, Ananth Narayan Mahadevan, Deepshikha	India	May 3, 2020	2019	TV-14	120 min	Dramas, International Movies	netflix
TV Show	Almost Happy	Hernán Guerschuny	Sebastián Wainraich, Natalie Pérez, Santiago Korovsky	Argentina	May 2, 2020	2020	TV-MA	1 Season	International TV Shows, Spanish-Language TV Shows, TV Comedies	netflix
Movie	Bennett's War	Alex Ranarivelo	Michael Roark, Trace Adkins, Ali Afshar, Allison Paige, Tony Panterra, Brando Eaton, Hunter Clowdus, Michael King	United States	May 2, 2020	2019	PG-13	94 min	Dramas, Sports Movies	netflix
Movie	Death Can Wait	Fernando Ayllón	Ricardo Quevedo, Nelson Polanía, Liss Pereira, Brian Moreno, Ana Cristina Botero, Jairo Ordóñez, Luis Alberto Saavedra, Blanca Ligia Franco, Marianne Schaller Romero, Shirley Marulanda	Colombia	May 2, 2020	2020	TV-14	91 min	Comedies, International Movies	netflix
TV Show	Hangar 1: The UFO Files	NA	NA	NA	May 2, 2020	2015	TV-PG	1 Season	Docuseries	netflix
TV Show	Hoarders	NA	NA	NA	May 2, 2020	2020	TV-PG	1 Season	Reality TV	netflix
Movie	Lady Driver	Shaun Paul Piccinino	Grace Van Dien, Sean Patrick Flanery, Christina Moore, Casper Van Dien, Amanda Detmer, John Ducey, Matthew Joel Kranyak, David Gridley	United States	May 2, 2020	2019	PG	104 min	Dramas, Sports Movies	netflix
Movie	Mike Birbiglia: My Girlfriend's Boyfriend	Seth Barrish	Mike Birbiglia	United States	May 2, 2020	2013	TV-14	76 min	Stand-Up Comedy	netflix
Movie	Roped	Shaun Paul Piccinino	Josh Swickard, Casper Van Dien, Lorynn York, Christina Moore, John Schneider, Michael Roark, Shane Graham, Cooper Lundeen, Javicia Leslie, Spencer Neville	United States	May 2, 2020	2020	PG	90 min	Children & Family Movies, Dramas, Romantic Movies	netflix
Movie	The Stand at Paxton County	Brett Hedlund	Jacqueline Toboni, Michael O'Neill, Tyler Jacob Moore, Christopher McDonald, Sean O'Bryan, Blake Sheldon, Zoe Kanters, Greg Perrow, Tanner Thomason	United States	May 2, 2020	2020	R	103 min	Dramas, Independent Movies, Thrillers	netflix
TV Show	The Universe: Ancient Mysteries Solved	NA	Erik Thompson	NA	May 2, 2020	2015	TV-PG	1 Season	Docuseries, Science & Nature TV	netflix
TV Show	WWII in HD	NA	Gary Sinise, Rob Lowe, Josh Lucas, Justin Bartha, Amy Smart, LL Cool J, Steve Zahn, Jason Ritter, Ron Livingston, Tim DeKay, Mark Hefti, James Kyson, Rob Corddry	United States	May 2, 2020	2009	TV-14	1 Season	Docuseries	netflix
Movie	All Day and a Night	Joe Robert Cole	Jeffrey Wright, Ashton Sanders, Regina Taylor, Yahya Abdul-Mateen II, Isaiah John, Kelly Jenrette, Shakira Ja-nai Paye	United States	May 1, 2020	2020	R	122 min	Dramas, Independent Movies	netflix
Movie	Cracked Up: The Darrell Hammond Story	Michelle Esrick	Darrell Hammond	United States	May 1, 2020	2018	TV-MA	97 min	Documentaries	netflix
Movie	Get In	Olivier Abbou	Adama Niane, Stéphane Caillard, Paul Hamy, Eddy Leduc, Hubert Delattre, Matthieu Kacou, Charlotte Geiger, Christopher Fataki	France, Belgium	May 1, 2020	2019	TV-MA	98 min	International Movies, Thrillers	netflix
Movie	Go! Go! Cory Carson: The Chrissy	Alex Woo, Stanley Moore	Alan C. Lim, Maisie Benson, Kerry Gudjohnsen, Terrance Smith, Paul Killam, Omari Weaver, Ella Joy Ballesteros, Smith Foreman, Stanley Moore	United States	May 1, 2020	2020	TV-Y	42 min	Children & Family Movies	netflix
TV Show	Hollywood	NA	David Corenswet, Darren Criss, Patti LuPone, Jeremy Pope, Jim Parsons, Laura Harrier, Joe Mantello, Dylan McDermott, Jake Picking, Holland Taylor, Samara Weaving	United States	May 1, 2020	2020	TV-MA	1 Season	TV Dramas	netflix
Movie	I Am Divine	Jeffrey Schwarz	NA	United States	May 1, 2020	2013	TV-MA	90 min	Documentaries, LGBTQ Movies	netflix
Movie	Madagascar: Escape 2 Africa	Eric Darnell, Tom McGrath	Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Bernie Mac, Alec Baldwin, Sherri Shepherd	United States	May 1, 2020	2008	PG	91 min	Children & Family Movies, Comedies	netflix
TV Show	Masha and the Bear	NA	Alina Kukushkina, Boris Kutnevich, Giselle Nieto, Elsie Fisher	Russia	May 1, 2020	2019	TV-Y	4 Seasons	Kids' TV	netflix
Movie	Material	Craig Freimond	Vincent Ebrahim, Riaad Moosa, Joey Rasdien, Denise Newman, Krijay Govender, Nik Rabinowitz, Zakeeya Patel, Carishma Basday, Royston Stoffels, Mel Miller	South Africa	May 1, 2020	2012	TV-14	94 min	Comedies, Dramas, International Movies	netflix
TV Show	Medici: Masters of Florence	NA	Richard Madden, Dustin Hoffman, Stuart Martin, Annabel Scholey	Italy, United Kingdom, France	May 1, 2020	2019	TV-MA	3 Seasons	International TV Shows, TV Dramas	netflix
TV Show	Monthly Girls' Nozaki Kun	NA	Yuichi Nakamura, Ari Ozawa, Nobuhiko Okamoto, Yuki Ono, Ryohei Kimura, Mai Nakahara, Miyuki Sawashiro, Mamoru Miyano, Marie Miyake, Ayako Kawasumi, Kenta Miyake, Daisuke Ono	Japan	May 1, 2020	2014	TV-PG	1 Season	Anime Series, Romantic TV Shows	netflix
Movie	Mrs. Serial Killer	Shirish Kunder	Jacqueline Fernandez, Manoj Bajpayee, Mohit Raina, Zayn Marie Khan	India	May 1, 2020	2020	TV-MA	107 min	International Movies, Thrillers	netflix
TV Show	Oh Yuck	NA	Kayne Tremills, Nia Roam, David Collins, Shane Dundas	Canada	May 1, 2020	2020	TV-G	1 Season	Kids' TV, TV Comedies	netflix
Movie	Psycho	Mysskin	Udhayanidhi Stalin, Aditi Rao Hydari, Nithya Menon, Ram, Rajkumar Pitchumani	India	May 1, 2020	2020	TV-MA	143 min	Horror Movies, International Movies, Thrillers	netflix
TV Show	Reckoning	NA	Aden Young, Sam Trammell, Simone Kessell, Laura Gordon, Gloria Garayua, Mitzi Ruhlmann, Milly Alcock, Ed Oxenbould, Finn Little, Anthony Phelan, Diana Glenn, Lauren Pegus	Australia, United States	May 1, 2020	2019	TV-MA	1 Season	Crime TV Shows, TV Dramas, TV Mysteries	netflix
Movie	The Half Of It	Alice Wu	Leah Lewis, Daniel Diemer, Alexxis Lemire, Wolfgang Novogratz, Collin Chou, Becky Ann Baker, Enrique Murciano, Macintyre Dixon, Catherine Curtin	United States	May 1, 2020	2020	PG-13	105 min	Comedies, Dramas, LGBTQ Movies	netflix
Movie	The Heartbreak Kid	Bobby Farrelly, Peter Farrelly	Ben Stiller, Michelle Monaghan, Jerry Stiller, Malin Akerman, Stephanie Courtney, Rob Corddry, Carlos Mencia, Ali Hillis, Danny McBride, Scott Wilson	United States	May 1, 2020	2007	R	116 min	Comedies, Romantic Movies	netflix
Movie	Thomas & Friends: Marvelous Machinery: A New Arrival	Joey So	Joseph May, Keith Wickham, Yvonne Grundy, Jules De Jongh, Rachael Louise Miller, Rob Rackstraw, Mike Grady	NA	May 1, 2020	2020	TV-Y	23 min	Children & Family Movies	netflix
Movie	Thomas & Friends: Marvelous Machinery: World of Tomorrow	Joey So	Joseph May, Keith Wickham, Yvonne Grundy, Matt McCooey, Joe Swash, Jules De Jongh, Rob Rackstraw, Rachael Louise Miller, Mike Grady, Siu-See Hung	NA	May 1, 2020	2020	TV-Y	23 min	Children & Family Movies	netflix
Movie	Thomas & Friends: Thomas and the Royal Engine	Joey So	Rosamund Pike, Joseph May, Keith Wickham, Sharon Miller, Jules De Jongh, Rachael Louise Miller, Rob Rackstraw	NA	May 1, 2020	2020	TV-Y	23 min	Children & Family Movies	netflix
Movie	What a Girl Wants	Dennie Gordon	Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins, Anna Chancellor, Jonathan Pryce, Oliver James, Christina Cole	United States, United Kingdom	May 1, 2020	2003	PG	105 min	Children & Family Movies, Comedies	netflix
Movie	Dangerous Lies	Michael M. Scott	Camila Mendes, Jessie T. Usher, Jamie Chung, Cam Gigandet, Sasha Alexander, Elliott Gould	United States	April 30, 2020	2020	TV-14	97 min	Thrillers	netflix
TV Show	DRIFTING DRAGONS	NA	Tomoaki Maeno, Sora Amamiya, Soma Saito, Kana Hanazawa, Junichi Suwabe, Tomokazu Seki, Takahiro Sakurai, Kohsuke Toriumi, Rie Kugimiya, Kentaro Kumagai, Makoto Furukawa, Takashi Matsuyama, Shunsuke Takeuchi, Yuto Uemura, Chinatsu Akasaki, Junya Enoki, Kazuhiko Inoue, Hiroo Sasaki	Japan	April 30, 2020	2020	TV-14	1 Season	Anime Series, International TV Shows	netflix
TV Show	El señor de los Cielos	NA	Rafael Amaya, Ximena Herrera, Robinson Díaz, Raúl Méndez, Gabriel Porras, Carmen Villalobos, Mauricio Ochmann, Fernanda Castillo, Marlene Favela, Carmen Aub, Maritza Rodríguez	United States, Mexico, Colombia	April 30, 2020	2019	TV-MA	7 Seasons	Crime TV Shows, International TV Shows, Spanish-Language TV Shows	netflix
TV Show	Good Witch	NA	Catherine Bell, Bailee Madison, Rhys Matthew Bond, James Denton, Catherine Disher, Anthony Lemke, Peter MacNeill, Hannah Endicott-Douglas, Noah Cappe, Kylee Evans	United States, Canada	April 30, 2020	2019	TV-PG	5 Seasons	TV Dramas, TV Sci-Fi & Fantasy	netflix
Movie	Rich in Love	Bruno Garotti	Danilo Mesquita, Giovanna Lancellotti, Jaffar Bambirra, Lellê, Ernani Moraes, Gillray Coutinho, Jeniffer Dias, Bruna Griphao, Fernanda Paes Leme	Brazil	April 30, 2020	2020	TV-14	105 min	Comedies, International Movies, Romantic Movies	netflix
TV Show	The Forest of Love: Deep Cut	Sion Sono	Kippei Shiina, Shinnosuke Mitsushima, Kyooko Hinami, Eri Kamataki, Young Dais, Natsuki Kawamura, Yuzuka Nakaya, Dai Hasegawa, Chiho Fujii, Sei Matobu, Denden	Japan	April 30, 2020	2020	TV-MA	1 Season	Crime TV Shows, International TV Shows, TV Dramas	netflix
TV Show	The Victims' Game	David Chuang, Chen Kuan-chung	Joseph Chang, Hsu Wei-ning, Jason Wang, Ruby Lin, Moon Lee, River Huang, Chen Chia-kuei, Ding Ning, Hsia Ching-ting, Rexen Cheng	Taiwan	April 30, 2020	2020	TV-MA	1 Season	Crime TV Shows, International TV Shows, TV Dramas	netflix
Movie	A Secret Love	Chris Bolan	NA	United States	April 29, 2020	2020	TV-14	83 min	Documentaries, LGBTQ Movies	netflix
Movie	Ekşi Elmalar	Yılmaz Erdoğan	Yılmaz Erdoğan, Farah Zeynep Abdullah, Songül Öden, Şükran Ovalı, Devrim Yakut, Şükrü Özyıldız, Fatih Artman, Cezmi Baskın, Caner Cindoruk, Ersin Korkut	Turkey	April 29, 2020	2016	TV-PG	109 min	Dramas, International Movies	netflix
TV Show	Extracurricular	NA	Kim Dong-hee, Jung Da-bin, Park Ju-hyun, Nam Yoon-su, Choi Min-soo, Kim Yeo-jin, Park Hyuk-kwon	South Korea	April 29, 2020	2020	TV-MA	1 Season	Crime TV Shows, International TV Shows, Korean TV Shows	netflix
Movie	Love Is War	Omoni Oboli	Omoni Oboli, Richard Mofe-Damijo, Jide Kosoko, Akin Lewis, Bimbo Manuel, Shaffy Bello, Toke Makinwa, Femi Branch, Uzor Osimkpa	Nigeria	April 29, 2020	2019	TV-14	111 min	Comedies, Dramas, International Movies	netflix
Movie	Murder to Mercy: The Cyntoia Brown Story	NA	NA	United States	April 29, 2020	2020	TV-MA	97 min	Documentaries	netflix
TV Show	Nadiya’s Time to Eat	NA	Nadiya Hussain	United Kingdom	April 29, 2020	2020	TV-G	1 Season	British TV Shows, International TV Shows, Reality TV	netflix
Movie	R.K.Nagar	Saravana Rajan	Vaibhav Reddy, Sana Althaf, Sampath Raj, Inigo Prabhakaran, Anjana Keerthi, Subbu Panchu	India	April 29, 2020	2019	TV-14	132 min	Action & Adventure, Comedies, Dramas	netflix
TV Show	Tjovitjo	NA	Warren Masemola, Nobulali Dangazele, Rapulana Seiphemo, Sibulele Gcilitshana, Jabulile Mahlambi, Ntosh Madlingozi, Hlengiwe Lushaba, Kanyi Nokwe, Harriet Manamela, Soso Rungqu, Fisiwe Kubeka, Victor Mohale	South Africa	April 29, 2020	2017	TV-MA	2 Seasons	International TV Shows, TV Dramas	netflix
Movie	Beynelmilel	Muharrem Gülmez, Sırrı Süreyya Önder	Cezmi Baskın, Özgü Namal, Umut Kurt, Nazmi Kırık, Bahri Beyat, Meral Okay, Dilber Ay, Şahin Irmak, Oktay Kaynarca, Burak Tamdoğan	Turkey	April 28, 2020	2006	TV-MA	102 min	Comedies, Dramas, International Movies	netflix
Movie	Bir Baba Hindu	Sermiyan Midyat	Sermiyan Midyat, Şafak Sezer, Nicole Faria, Burak Satıbol	Turkey, India	April 28, 2020	2016	TV-MA	107 min	Action & Adventure, Comedies, International Movies	netflix
Movie	Boushkash	Ahmed Yousry, Hazem Fouda	Mohamed Saad, Zeina, Ezzat Abou Aouf, Edward, Hassan Hosny, Ahmed Rateb, Hamdi el Sakhawy, Safaa El-Toukhy	Egypt	April 28, 2020	2008	TV-MA	100 min	Comedies, International Movies	netflix
Movie	Cinar Agaci	Handan İpekçi	Nurgül Yeşilçay, Celile Toyon Uysal, Deniz Deha Lostar, Settar Tanrıöğen, Suzan Aksoy, Hüseyin Avni Danyal, Jülide Kural, Ragıp Savaş	Turkey	April 28, 2020	2011	TV-14	115 min	Comedies, Dramas, International Movies	netflix
Movie	Görümce	Kıvanç Baruönü	Eda Ece, Dilşah Demir, Gupse Özay, Buğra Gülsoy	Turkey	April 28, 2020	2016	TV-MA	104 min	Comedies, International Movies, Music & Musicals	netflix
Movie	İstanbul Kırmızısı	Ferzan Özpetek	Halit Ergenç, Nejat İşler, Mehmet Günsür, Çiğdem Selışık Onat, Tuba Büyüküstün, Serra Yılmaz, Zerrin Tekindor, Ayten Gökçer, İpek Bilgin, Ergin Bal	Italy, Turkey	April 28, 2020	2017	TV-MA	110 min	Dramas, Independent Movies, International Movies	netflix
Movie	Küçük Esnaf	Bedran Güzel	İbrahim Büyükak, Zeynep Koçak, Gupse Özay, Cengiz Bozkurt	Turkey	April 28, 2020	2016	TV-MA	100 min	Comedies, International Movies	netflix
Movie	Lembi 8 Giga	Ashraf Fayeq	Mohamed Saad, Mai Ezz El-Din, Hassan Hosny, Youssef Fawzy, Youssef Eid, Ahmad Mounir, Khaled Talaat, Maged El Kedwany, Entsar, Maysara	NA	April 28, 2020	2010	TV-MA	111 min	Comedies, International Movies	netflix
Movie	Neseli Hayat	Yılmaz Erdoğan	Yılmaz Erdoğan, Ersin Korkut, Büşra Pekin, Erdal Tosun, Rıza Akın, Sinan Bengier, Cezmi Baskın, Ayberk Atilla, Fatma Murat, Metin Yıldız	Turkey	April 28, 2020	2009	TV-14	108 min	Comedies, International Movies	netflix
Movie	Organize Isler	Yılmaz Erdoğan	Yılmaz Erdoğan, Tolga Çevik, Demet Akbağ, Altan Erkekli, Özgü Namal, Erdal Tosun, Tuncer Salman, Öner Erkan, Ebru Akel, Başak Köklükaya, Cem Yılmaz	Turkey	April 28, 2020	2005	TV-14	104 min	Action & Adventure, Comedies, International Movies	netflix
Movie	The Reliant	Paul Munger	Kevin Sorbo, Mollee Gray, Eric Roberts, Brian Bosworth, Julia Denton, Blake Burt, Marisa Lynae Hampton, Josh Murray, Kiera Strauss, Tyler Sanders	United States	April 28, 2020	2019	PG-13	116 min	Dramas, Faith & Spirituality	netflix
Movie	We'll Be Right Back After The Break	Ahmed Nader Galal	Karim Abdel Aziz, Dina Fouad, Mohamed Lotfy, Ahmed Rateb, Rasha Amin, Youssef Eid, Mostafa Abbas, Maged El Kedwany, Sabri Abdulmonem, Abdalah Mishrif	Egypt	April 28, 2020	2012	TV-14	106 min	Action & Adventure, Comedies, International Movies	netflix
Movie	5Gang	Matei Dima	Andrei Selaru, Dorian Popa, Julia Marcan, Ana Radu, Cosmin Nedelcu, Diana Condurache, Andrei Gavril, Luca Bogdan	Romania	April 27, 2020	2019	TV-14	96 min	Comedies, International Movies	netflix
Movie	Love Aaj Kal	Imtiaz Ali	Kartik Aaryan, Sara Ali Khan, Randeep Hooda, Arushi Sharma, Simone Singh, Monika Pawar, Amrit Arora, Siddharth Kak	India	April 27, 2020	2020	TV-MA	140 min	Dramas, International Movies, Romantic Movies	netflix
Movie	The Lift Boy	Jonathan Augustin	Moin Khan, Nyla Masood, Saagar Kale, Neha Bam, Aneesha Shah, Damian Alexander D'Souza, Kaustubh Narain, Shilpa Iyer, Nil Mani, Pallas Prajapati	India	April 27, 2020	2020	TV-MA	107 min	Dramas, Independent Movies, International Movies	netflix
TV Show	Coronavirus, Explained	NA	NA	United States	April 26, 2020	2020	TV-PG	1 Season	Docuseries, Science & Nature TV	netflix
TV Show	The Last Kingdom	NA	Alexander Dreymon, Emily Cox, David Dawson, Ian Hart, Rune Temte, Matthew Macfadyen, Rutger Hauer, Tobias Santelmann, Peter Gantzler, Adrian Bower, Joseph Millson, Henning Valin Jakobsen, Alexandre Willaume, Thomas W. Gabrielsson	United Kingdom	April 26, 2020	2020	TV-MA	4 Seasons	British TV Shows, International TV Shows, TV Action & Adventure	netflix
Movie	Bheeshma	Venky Kudumula	Nitin Reddy, Rashmika Mandanna, Sampath Raj, Jishu Sengupta, Anant Nag	India	April 25, 2020	2020	TV-14	138 min	Action & Adventure, Comedies, International Movies	netflix
Movie	Bittersweet	Khaled Marei	Ahmed Helmy, Lotfy Labib, Edward, Enaam Salousa	Egypt	April 25, 2020	2010	TV-MA	132 min	Comedies, Dramas, International Movies	netflix
TV Show	My Secret Romance	NA	Sung Hoon, Song Ji-eun, Kim Jae-young, Jeong Da-sol, Lee Kan-hee, Kim Jong-goo, Park Sin-un, Jeon So-min	South Korea	April 25, 2020	2017	TV-14	1 Season	International TV Shows, Korean TV Shows, Romantic TV Shows	netflix
Movie	No Direction Home: Bob Dylan	Martin Scorsese	Bob Dylan, Joan Baez, Dave Van Ronk, Peter Yarrow, Allen Ginsberg, Pete Seeger, Maria Muldaur, Mavis Staples, Al Kooper, Tony Glover	United Kingdom, United States, Japan	April 25, 2020	2005	TV-MA	208 min	Documentaries, Music & Musicals	netflix
Movie	She Made Me a Criminal	Amr Arafa	Ahmed Helmy, Ghada Adel, Hassan Hosny, Riham Abdel Ghafour, Edward, Abdullah Moshref, Youssef Eid, Mohamed Sharaf	Egypt	April 25, 2020	2006	TV-14	105 min	Comedies, International Movies	netflix
Movie	The Artist	Michel Hazanavicius	Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell, Penelope Ann Miller, Missi Pyle, Beth Grant, Ed Lauter, Joel Murray, Elizabeth Tulloch, Ken Davitian, Malcolm McDowell	France, Belgium, United States	April 25, 2020	2011	PG-13	101 min	Comedies, Dramas, Independent Movies	netflix
Movie	The Dealer	Ahmed Saleh	Ahmed El Sakka, Khaled El Nabawy, Mai Selim, Nedal El Shafey, Boris Abramov, Selami Şahin	Egypt	April 25, 2020	2010	TV-14	124 min	Action & Adventure, International Movies	netflix
Movie	The International Player	Ahmed Medhat	Youssef El Sherif, Arwa Gouda, Salah Abdullah, Mohamed Lotfy, Dalal Abdel Aziz, Rahmah Hasan	Egypt	April 25, 2020	2009	TV-14	93 min	Dramas, International Movies, Sports Movies	netflix
Movie	The Promise	Mohamed Yassin	Asser Yassin, Ruby, Ghassan Massoud, Bassem Samra, Ahmed Azmy	Egypt	April 25, 2020	2008	TV-14	110 min	Dramas, International Movies	netflix
Movie	الف مبروك	Ahmed Nader Galal	Ahmed Helmy, Laila Ezz El Arab, Mahmoud El Fishawy, Mohamed Farraag, Sarrah Abdelrahman, Rahma Hassan, Amir Salah, Hany El Sabagh	Egypt	April 25, 2020	2009	TV-14	115 min	Comedies, Dramas, International Movies	netflix
TV Show	دفعة القاهرة	NA	Bashar al-Shatti, Fatima Al Safi, Maram Balochi, Hamad Ashkanani, Nour Alghandour, Khaled Al-Shaer	NA	April 25, 2020	2019	TV-14	1 Season	International TV Shows, TV Dramas	netflix
TV Show	After Life	NA	Ricky Gervais, Tom Basden, Tony Way, Diane Morgan, Mandeep Dhillon, David Bradley, Ashley Jensen, Kerry Godliman	United Kingdom	April 24, 2020	2020	TV-MA	2 Seasons	British TV Shows, International TV Shows, TV Comedies	netflix
TV Show	DreamWorks Spooky Stories: Volume 2	NA	Seth Rogen, Will Arnett, Hugh Laurie, Will Ferrell, David Cross, Sean Bishop, Kiefer Sutherland, Cody Cameron, Aron Warner	NA	April 24, 2020	2011	TV-PG	1 Season	Kids' TV, TV Comedies	netflix
Movie	Kolaiyuthir Kaalam	Chakri Toleti	Nayanthara, Bhoomika Chawla, Prem Kathir, Rohini Hattangadi, Pratap Pothen, Julian Freund	India	April 24, 2020	2019	TV-14	107 min	International Movies, Thrillers	netflix
TV Show	Love 101	NA	Pınar Deniz, Kubilay Aka, Mert Yazıcıoğlu, Alina Boz, Selahattin Paşalı, İpek Filiz Yazıcı, Kaan Urgancıoğlu, Müfit Kayacan, Bade İşçil, Tuba Ünsal	Turkey	April 24, 2020	2020	TV-MA	1 Season	International TV Shows, TV Dramas, Teen TV Shows	netflix
Movie	Yours Sincerely, Kanan Gill	Neville Shah	Kanan Gill	India	April 24, 2020	2020	TV-MA	72 min	Stand-Up Comedy	netflix
TV Show	Ghost in the Shell: SAC_2045	NA	Atsuko Tanaka, Osamu Saka, Akio Otsuka, Koichi Yamadera, Yutaka Nakano, Toru Okawa, Takashi Onozuka, Taro Yamaguchi, Sakiko Tamagawa, Megumi Han, Kenjiro Tsuda, Kaiji Soze, Shigeo Kiyama	Japan, United States	April 23, 2020	2020	TV-14	1 Season	Anime Series, Crime TV Shows, International TV Shows	netflix
Movie	My Stupid Boss	Upi Avianto	Bunga Citra Lestari, Reza Rahadian, Alex Abbad, Bront Palarae, Chew Kin Wah, Atikah Suhaime, Iskandar Zulkarnain, Melissa Karim, Richard Oh, Ting Tan	Indonesia	April 23, 2020	2016	TV-G	107 min	Comedies, International Movies	netflix
Movie	My Stupid Boss 2	Upi Avianto	Reza Rahadian, Bunga Citra Lestari, Chew Kin Wah, Atikah Suhaime, Iedil Putra, Iskandar Zulkarnain, Alex Abbad, Melissa Karim	Indonesia	April 23, 2020	2019	TV-14	95 min	Comedies, International Movies	netflix
TV Show	The House of Flowers	NA	Verónica Castro, Aislinn Derbez, Cecilia Suárez, Dario Yazbek Bernal, Paco León, Arturo Ríos, Juan Pablo Medina, Verónica Langer, Lucas Velázquez	Mexico	April 23, 2020	2020	TV-MA	3 Seasons	International TV Shows, Spanish-Language TV Shows, TV Comedies	netflix
Movie	This Earth of Mankind	Hanung Bramantyo	Iqbaal Ramadhan, Mawar de Jongh, Sha Ine Febriyanti, Giorgino Abraham, Bryan Domani, Jerome Kurnia, Donny Damara, Ayu Laksmi	Indonesia	April 23, 2020	2019	TV-14	180 min	Dramas, International Movies	netflix
Movie	Time to Hunt	Yoon Sung-hyun	Lee Je-hoon, Ahn Jae-hong, Choi Woo-shik, Park Jeong-min, Park Hae-soo	South Korea	April 23, 2020	2020	TV-MA	135 min	International Movies, Thrillers	netflix
TV Show	Absurd Planet	NA	Afi Ekulona	United States	April 22, 2020	2020	TV-PG	1 Season	Docuseries, Science & Nature TV, TV Comedies	netflix
Movie	Circus of Books	Rachel Mason	NA	United States	April 22, 2020	2020	TV-MA	87 min	Documentaries, LGBTQ Movies	netflix
Movie	The Plagues of Breslau	Patryk Vega	Małgorzata Kożuchowska, Daria Widawska, Katarzyna Bujakiewicz, Maria Dejmek, Andrzej Grabowski, Ewa Kasprzyk, Jacek Beler, Wojciech Kalinowski, Igor Kujawski, Iwona Bielska, Tomasz Oświeciński	Poland	April 22, 2020	2018	TV-MA	94 min	International Movies, Thrillers	netflix
Movie	The Set Up	Niyi Akinmolayan	Adesua Etomi, Jim Iyke, Dakore Akande, Marie Humbert, Ayoola Ayolola, Tina Mba, Joke Silva, Kehinde Bankole	Nigeria	April 22, 2020	2019	TV-MA	105 min	Dramas, International Movies	netflix
Movie	The Silence of the Marsh	Marc Vigil	Pedro Alonso, Nacho Fresneda, Carmina Barrios, José Ángel Egido, Àlex Monner, Raúl Prieto, Maite Sandoval, Javier Godino, Luis Zahera, Miguel de Lira	Spain	April 22, 2020	2019	TV-MA	93 min	International Movies, Thrillers	netflix
Movie	The Willoughbys	Kris Pearn	Will Forte, Maya Rudolph, Ricky Gervais, Alessia Cara, Terry Crews, Jane Krakowski, Martin Short, Seán Cullen	Canada, United States, United Kingdom	April 22, 2020	2020	PG	92 min	Children & Family Movies, Comedies	netflix
